NAME (groups),NAME,FACLNBR,PAYER (groups),Observation,Surgical,NICU,Stays,Days,YEAR
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Non-Surgical,Non-NICU,56,266,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Non-Surgical,Non-NICU,68,397,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Non-Surgical,Non-NICU,39,231,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Non-Surgical,Non-NICU,38,135,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Non-Surgical,Non-NICU,23,109,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Non-Surgical,Non-NICU,30,889,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,ICU <1 Year Old,2,45,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,ICU <1 Year Old,2,25,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,ICU <1 Year Old,2,52,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,ICU <1 Year Old,1,13,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,ICU <1 Year Old,1,76,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,NICU Level I,1,22,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,NICU Level II,1,14,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,NICU Level II,2,222,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,NICU Level III,3,231,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,NICU Level III,3,221,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,NICU Level III,7,791,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,NICU Level III,2,215,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,NICU Level III,4,259,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,NICU Level III,6,450,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,Non-NICU,16,245,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,Non-NICU,10,161,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,Non-NICU,9,55,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,Non-NICU,12,260,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,Non-NICU,10,102,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Fee-for-Service,Observation,Surgical,Non-NICU,10,120,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,ICU <1 Year Old,29,103,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,ICU <1 Year Old,43,220,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,ICU <1 Year Old,33,107,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,ICU <1 Year Old,89,557,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,ICU <1 Year Old,92,740,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,ICU <1 Year Old,125,771,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,351,905,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,431,1084,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,422,951,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,357,743,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,353,717,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level I,524,1034,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,57,531,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,27,227,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,36,130,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,71,401,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,117,949,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level II,119,937,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,109,1025,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,88,570,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,78,487,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,156,2017,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,246,4085,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,NICU Level III,243,3313,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,1553,3638,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,823,2096,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,648,1886,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,1177,3395,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,1154,3634,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Non-Surgical,Non-NICU,1655,6443,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Surgical,ICU <1 Year Old,7,40,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Surgical,ICU <1 Year Old,21,115,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Surgical,ICU <1 Year Old,17,122,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Surgical,ICU <1 Year Old,24,266,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Surgical,ICU <1 Year Old,27,263,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Surgical,ICU <1 Year Old,46,452,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Surgical,NICU Level II,1,2,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Surgical,NICU Level II,1,5,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Surgical,NICU Level III,2,12,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Surgical,NICU Level III,1,4,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Surgical,NICU Level III,4,143,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Surgical,Non-NICU,277,941,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Surgical,Non-NICU,170,715,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Surgical,Non-NICU,141,719,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Surgical,Non-NICU,169,680,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Surgical,Non-NICU,188,988,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,No Observation,Surgical,Non-NICU,237,1574,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,ICU <1 Year Old,40,428,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,ICU <1 Year Old,52,829,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,ICU <1 Year Old,52,458,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,ICU <1 Year Old,22,242,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,ICU <1 Year Old,26,445,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,ICU <1 Year Old,15,422,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level I,34,100,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level I,125,378,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level I,126,332,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level I,54,130,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level I,1,58,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level I,1,17,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level II,26,384,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level II,48,643,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level II,76,852,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level II,51,835,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level II,9,110,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level II,20,476,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level III,264,8634,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level III,364,12078,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level III,289,10021,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level III,201,8680,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level III,92,6183,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,NICU Level III,105,5791,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,407,2264,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,335,1628,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,433,1756,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,372,1712,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,236,957,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Non-Surgical,Non-NICU,241,2946,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,ICU <1 Year Old,24,632,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,ICU <1 Year Old,28,615,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,ICU <1 Year Old,17,309,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,ICU <1 Year Old,29,968,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,ICU <1 Year Old,17,568,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,ICU <1 Year Old,7,430,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,NICU Level I,1,2,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,NICU Level II,1,62,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,NICU Level II,1,16,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,NICU Level III,10,496,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,NICU Level III,7,1032,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,NICU Level III,8,636,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,NICU Level III,12,918,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,NICU Level III,7,553,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,NICU Level III,5,188,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,Non-NICU,118,1709,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,Non-NICU,109,1094,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,Non-NICU,92,649,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,Non-NICU,85,1200,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,Non-NICU,76,693,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicaid Managed Care,Observation,Surgical,Non-NICU,70,1149,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,No Observation,Non-Surgical,NICU Level I,1,2,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,No Observation,Non-Surgical,Non-NICU,2,7,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,No Observation,Non-Surgical,Non-NICU,2,6,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,No Observation,Non-Surgical,Non-NICU,9,53,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,No Observation,Non-Surgical,Non-NICU,22,72,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,No Observation,Non-Surgical,Non-NICU,19,68,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,No Observation,Non-Surgical,Non-NICU,13,89,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,No Observation,Surgical,Non-NICU,1,11,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,No Observation,Surgical,Non-NICU,1,6,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,No Observation,Surgical,Non-NICU,1,4,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,No Observation,Surgical,Non-NICU,4,32,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,No Observation,Surgical,Non-NICU,3,18,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,Observation,Non-Surgical,Non-NICU,3,29,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,Observation,Non-Surgical,Non-NICU,10,82,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,Observation,Non-Surgical,Non-NICU,8,356,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,Observation,Non-Surgical,Non-NICU,6,48,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,Observation,Non-Surgical,Non-NICU,2,15,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,Observation,Surgical,ICU <1 Year Old,1,92,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,Observation,Surgical,Non-NICU,2,27,2017
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,Observation,Surgical,Non-NICU,3,43,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,Observation,Surgical,Non-NICU,1,5,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,Observation,Surgical,Non-NICU,1,11,2020
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Fee-for-Service,Observation,Surgical,Non-NICU,1,16,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Managed Care,No Observation,Non-Surgical,ICU <1 Year Old,1,3,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Managed Care,No Observation,Non-Surgical,NICU Level I,1,3,2016
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Managed Care,No Observation,Non-Surgical,NICU Level I,2,3,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Managed Care,No Observation,Non-Surgical,NICU Level I,1,2,2021
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Managed Care,No Observation,Non-Surgical,NICU Level II,1,6,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Managed Care,No Observation,Non-Surgical,NICU Level III,1,4,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Managed Care,No Observation,Non-Surgical,Non-NICU,5,13,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Managed Care,No Observation,Surgical,Non-NICU,1,4,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Managed Care,No Observation,Surgical,Non-NICU,2,6,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Managed Care,Observation,Non-Surgical,NICU Level I,1,4,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Managed Care,Observation,Non-Surgical,NICU Level III,1,27,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Managed Care,Observation,Non-Surgical,NICU Level III,1,8,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Managed Care,Observation,Non-Surgical,Non-NICU,1,4,2018
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Managed Care,Observation,Non-Surgical,Non-NICU,3,30,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Managed Care,Observation,Surgical,ICU <1 Year Old,1,10,2019
FACH,ADVENTHEALTH ORLANDO,100007,Medicare Managed Care,Observation,Surgical,Non-NICU,1,1,2018
FACH,ADVENTHEALTH ORLANDO,100007,Non-Payment,No Observation,Non-Surgical,ICU <1 Year Old,1,3,2019
FACH,ADVENTHEALTH ORLANDO,100007,Non-Payment,No Observation,Non-Surgical,NICU Level I,11,21,2019
FACH,ADVENTHEALTH ORLANDO,100007,Non-Payment,No Observation,Non-Surgical,NICU Level II,1,6,2019
FACH,ADVENTHEALTH ORLANDO,100007,Non-Payment,No Observation,Non-Surgical,NICU Level III,4,26,2019
FACH,ADVENTHEALTH ORLANDO,100007,Non-Payment,No Observation,Non-Surgical,Non-NICU,2,2,2016
FACH,ADVENTHEALTH ORLANDO,100007,Non-Payment,No Observation,Non-Surgical,Non-NICU,10,15,2019
FACH,ADVENTHEALTH ORLANDO,100007,Non-Payment,No Observation,Surgical,Non-NICU,1,1,2016
FACH,ADVENTHEALTH ORLANDO,100007,Non-Payment,No Observation,Surgical,Non-NICU,5,7,2019
FACH,ADVENTHEALTH ORLANDO,100007,Non-Payment,Observation,Non-Surgical,NICU Level I,2,4,2019
FACH,ADVENTHEALTH ORLANDO,100007,Non-Payment,Observation,Non-Surgical,NICU Level II,4,33,2019
FACH,ADVENTHEALTH ORLANDO,100007,Non-Payment,Observation,Non-Surgical,NICU Level III,1,18,2017
FACH,ADVENTHEALTH ORLANDO,100007,Non-Payment,Observation,Non-Surgical,NICU Level III,1,86,2018
FACH,ADVENTHEALTH ORLANDO,100007,Non-Payment,Observation,Non-Surgical,NICU Level III,9,213,2019
FACH,ADVENTHEALTH ORLANDO,100007,Non-Payment,Observation,Non-Surgical,Non-NICU,5,18,2019
FACH,ADVENTHEALTH ORLANDO,100007,Non-Payment,Observation,Surgical,Non-NICU,1,3,2019
FACH,ADVENTHEALTH ORLANDO,100007,Other,No Observation,Non-Surgical,Non-NICU,2,3,2020
FACH,ADVENTHEALTH ORLANDO,100007,Other,Observation,Non-Surgical,Non-NICU,1,12,2021
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Non-Surgical,ICU <1 Year Old,1,0,2016
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Non-Surgical,ICU <1 Year Old,2,18,2018
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Non-Surgical,ICU <1 Year Old,1,2,2019
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Non-Surgical,NICU Level I,5,13,2016
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Non-Surgical,NICU Level I,1,2,2017
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Non-Surgical,NICU Level II,1,4,2021
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Non-Surgical,NICU Level III,1,6,2016
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Non-Surgical,NICU Level III,1,5,2020
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Non-Surgical,NICU Level III,1,72,2021
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Non-Surgical,Non-NICU,80,126,2016
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Non-Surgical,Non-NICU,44,101,2017
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Non-Surgical,Non-NICU,56,157,2018
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Non-Surgical,Non-NICU,24,52,2019
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Non-Surgical,Non-NICU,20,28,2020
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Non-Surgical,Non-NICU,91,212,2021
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Surgical,ICU <1 Year Old,1,2,2021
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Surgical,Non-NICU,13,62,2016
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Surgical,Non-NICU,6,31,2017
FACH,ADVENTHEALTH ORLANDO,100007,Other State/Local Government,No Observation,Surgical,Non-NICU,12,44,2018
