IsGrandTotalRowTotal,CountSYS_RECID,SumLOSDAYS,Hospital,PAYER (groups),Observation,Surgical,NICU,YEAR
False,1,1,"MEMORIAL REGIONAL HOSPITAL","Medicare","Observation","Non-Surgical","ICU <1 Year Old",2022
False,1,1,"WOLFSON CHILDREN'S HOSPITAL","Workers' Comp","No Observation","Surgical","Non-NICU",2022
False,1,1,"WOLFSON CHILDREN'S HOSPITAL","Other","No Observation","Surgical","Non-NICU",2022
False,1,1,"ST JOSEPHS HOSPITAL","Self/Non-Payment","Observation","Surgical","NICU Level III",2022
False,1,1,"ARNOLD PALMER MEDICAL CENTER","Other State/Local","No Observation","Non-Surgical","Non-NICU",2019
False,1,1,"ST MARY'S MEDICAL CENTER","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,1,1,"HEALTHPARK MEDICAL CENTER","Other Federal","Observation","Non-Surgical","Non-NICU",2019
False,1,1,"ADVENTHEALTH ORLANDO","Workers' Comp","No Observation","Surgical","Non-NICU",2019
False,1,1,"UF HEALTH SHANDS HOSPITAL","Other State/Local","No Observation","Non-Surgical","NICU Level I",2020
False,1,1,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Commercial","No Observation","Non-Surgical","NICU Level II",2020
False,1,1,"BAPTIST MEDICAL CENTER JACKSONVILLE","Commercial","No Observation","Surgical","Non-NICU",2020
False,1,1,"WOLFSON CHILDREN'S HOSPITAL","Self/Non-Payment","No Observation","Surgical","ICU <1 Year Old",2020
False,1,1,"JACKSON MEMORIAL HOSPITAL","Kidcare","Observation","Surgical","Non-NICU",2020
False,1,1,"ST JOSEPHS HOSPITAL","Other State/Local","Observation","Surgical","Non-NICU",2019
False,1,1,"CAPE CORAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2020
False,1,1,"WOLFSON CHILDREN'S HOSPITAL","Medicare","Observation","Surgical","Non-NICU",2020
False,1,1,"HEALTHPARK MEDICAL CENTER","Medicare","No Observation","Surgical","Non-NICU",2020
False,1,1,"ST MARY'S MEDICAL CENTER","Other Federal","Observation","Surgical","Non-NICU",2020
False,1,1,"JACKSON MEMORIAL HOSPITAL","Other Federal","Observation","Non-Surgical","Non-NICU",2020
False,1,1,"ST MARY'S MEDICAL CENTER","Kidcare","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,1,1,"ST JOSEPHS HOSPITAL","Self/Non-Payment","No Observation","Non-Surgical","NICU Level III",2019
False,1,1,"ST MARY'S MEDICAL CENTER","Other State/Local","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,1,1,"ADVENTHEALTH ORLANDO","Commercial","No Observation","Surgical","NICU Level III",2019
False,1,1,"WOLFSON CHILDREN'S HOSPITAL","Other Federal","No Observation","Surgical","ICU <1 Year Old",2019
False,1,1,"WOLFSON CHILDREN'S HOSPITAL","Other","No Observation","Surgical","Non-NICU",2019
False,1,1,"HEALTHPARK MEDICAL CENTER","Medicare","No Observation","Non-Surgical","Non-NICU",2022
False,1,1,"UF HEALTH SHANDS HOSPITAL","Workers' Comp","No Observation","Non-Surgical","Non-NICU",2022
False,1,1,"ST MARY'S MEDICAL CENTER","Other Federal","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,1,1,"ST JOSEPHS HOSPITAL","Other Federal","No Observation","Surgical","ICU <1 Year Old",2022
False,1,1,"UF HEALTH SHANDS HOSPITAL","Commercial","No Observation","Surgical","NICU Level II",2022
False,1,1,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","NICU Level I",2022
False,1,1,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Surgical","NICU Level II",2022
False,1,1,"HEALTHPARK MEDICAL CENTER","Other Federal","Observation","Non-Surgical","Non-NICU",2018
False,1,1,"JACKSON MEMORIAL HOSPITAL","Other State/Local","Observation","Surgical","Non-NICU",2018
False,1,1,"ST JOSEPHS HOSPITAL","Other State/Local","Observation","Surgical","Non-NICU",2018
False,1,1,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","Observation","Surgical","Non-NICU",2018
False,1,1,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicare","Observation","Non-Surgical","Non-NICU",2022
False,1,1,"ARNOLD PALMER MEDICAL CENTER","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,1,1,"JACKSON MEMORIAL HOSPITAL","Other State/Local","No Observation","Non-Surgical","Non-NICU",2022
False,1,1,"MEMORIAL REGIONAL HOSPITAL","Other Federal","No Observation","Surgical","ICU <1 Year Old",2022
False,1,1,"ADVENTHEALTH ORLANDO","Other State/Local","Observation","Surgical","Non-NICU",2022
False,1,1,"ASCENSION SACRED HEART PENSACOLA","Medicare","No Observation","Non-Surgical","Non-NICU",2017
False,1,1,"ST JOSEPHS HOSPITAL","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,1,1,"ADVENTHEALTH ORLANDO","Kidcare","No Observation","Surgical","ICU <1 Year Old",2017
False,1,1,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Commercial","No Observation","Non-Surgical","NICU Level I",2021
False,1,1,"TAMPA GENERAL HOSPITAL","Commercial","Observation","Non-Surgical","ICU <1 Year Old",2021
False,1,1,"ARNOLD PALMER MEDICAL CENTER","Medicare","No Observation","Non-Surgical","Non-NICU",2021
False,1,1,"ST MARY'S MEDICAL CENTER","Medicare","No Observation","Surgical","Non-NICU",2021
False,1,1,"ST MARY'S MEDICAL CENTER","Commercial","Observation","Surgical","ICU <1 Year Old",2021
False,1,1,"CAPE CORAL HOSPITAL","Medicaid","No Observation","Surgical","Non-NICU",2021
False,1,1,"ASCENSION SACRED HEART PENSACOLA","Workers' Comp","No Observation","Non-Surgical","Non-NICU",2016
False,1,1,"CAPE CORAL HOSPITAL","Medicaid","No Observation","Non-Surgical","NICU Level III",2021
False,1,1,"WOLFSON CHILDREN'S HOSPITAL","Medicare","No Observation","Surgical","Non-NICU",2021
False,1,1,"ASCENSION SACRED HEART PENSACOLA","Other Federal","No Observation","Surgical","ICU <1 Year Old",2021
False,1,1,"CAPE CORAL HOSPITAL","Other Federal","No Observation","Surgical","Non-NICU",2021
False,1,1,"CAPE CORAL HOSPITAL","Commercial","No Observation","Surgical","Non-NICU",2021
False,1,1,"BROWARD HEALTH MEDICAL CENTER","Other Federal","No Observation","Surgical","Non-NICU",2021
False,1,1,"MEMORIAL REGIONAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level II",2017
False,1,1,"ADVENTHEALTH ORLANDO","Other Federal","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,1,1,"ARNOLD PALMER MEDICAL CENTER","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,1,1,"TAMPA GENERAL HOSPITAL","Other State/Local","No Observation","Non-Surgical","NICU Level III",2018
False,1,1,"ASCENSION SACRED HEART PENSACOLA","Workers' Comp","No Observation","Non-Surgical","Non-NICU",2018
False,1,1,"MEMORIAL REGIONAL HOSPITAL","Other Federal","No Observation","Non-Surgical","ICU <1 Year Old",2018
False,1,1,"UF HEALTH SHANDS HOSPITAL","Workers' Comp","No Observation","Non-Surgical","Non-NICU",2018
False,1,1,"WOLFSON CHILDREN'S HOSPITAL","Other Federal","No Observation","Surgical","ICU <1 Year Old",2018
False,1,1,"TAMPA GENERAL HOSPITAL","Other Federal","Observation","Surgical","Non-NICU",2018
False,1,1,"HEALTHPARK MEDICAL CENTER","Other State/Local","No Observation","Surgical","Non-NICU",2018
False,1,1,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level I",2018
False,1,1,"MEMORIAL REGIONAL HOSPITAL","Self/Non-Payment","Observation","Non-Surgical","ICU <1 Year Old",2017
False,1,1,"HEALTHPARK MEDICAL CENTER","Other Federal","Observation","Non-Surgical","Non-NICU",2017
False,1,1,"TAMPA GENERAL HOSPITAL","Kidcare","Observation","Non-Surgical","Non-NICU",2021
False,1,1,"ARNOLD PALMER MEDICAL CENTER","Self/Non-Payment","No Observation","Surgical","ICU <1 Year Old",2020
False,1,1,"ARNOLD PALMER MEDICAL CENTER","Other State/Local","No Observation","Surgical","Non-NICU",2020
False,1,1,"ARNOLD PALMER MEDICAL CENTER","Self/Non-Payment","Observation","Non-Surgical","Non-NICU",2020
False,1,1,"TAMPA GENERAL HOSPITAL","Other","No Observation","Non-Surgical","NICU Level I",2016
False,1,1,"JACKSON MEMORIAL HOSPITAL","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,1,1,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","Observation","Surgical","Non-NICU",2016
False,1,1,"ST MARY'S MEDICAL CENTER","Kidcare","Observation","Non-Surgical","ICU <1 Year Old",2016
False,1,1,"CAPE CORAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2019
False,1,1,"ST JOSEPHS HOSPITAL","Kidcare","Observation","Non-Surgical","Non-NICU",2019
False,1,1,"MEMORIAL REGIONAL HOSPITAL","Commercial","Observation","Non-Surgical","NICU Level II",2019
False,1,1,"ARNOLD PALMER MEDICAL CENTER","Kidcare","No Observation","Surgical","ICU <1 Year Old",2019
False,1,1,"HEALTHPARK MEDICAL CENTER","Commercial","No Observation","Surgical","ICU <1 Year Old",2019
False,1,1,"HEALTHPARK MEDICAL CENTER","Self/Non-Payment","Observation","Non-Surgical","Non-NICU",2019
False,1,1,"ST MARY'S MEDICAL CENTER","Other Federal","Observation","Non-Surgical","Non-NICU",2016
False,1,1,"JACKSON MEMORIAL HOSPITAL","Other State/Local","Observation","Surgical","Non-NICU",2016
False,1,1,"ARNOLD PALMER MEDICAL CENTER","Kidcare","No Observation","Surgical","ICU <1 Year Old",2016
False,1,1,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Surgical","NICU Level II",2016
False,1,1,"BROWARD HEALTH MEDICAL CENTER","Self/Non-Payment","No Observation","Surgical","NICU Level III",2016
False,1,4,"HEALTHPARK MEDICAL CENTER","Self/Non-Payment","Observation","Surgical","Non-NICU",2022
False,1,4,"CAPE CORAL HOSPITAL","Medicaid","No Observation","Non-Surgical","Non-NICU",2022
False,1,4,"BROWARD HEALTH MEDICAL CENTER","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,1,4,"JACKSON MEMORIAL HOSPITAL","Kidcare","No Observation","Non-Surgical","NICU Level II",2019
False,1,4,"ADVENTHEALTH ORLANDO","Medicare","No Observation","Non-Surgical","NICU Level III",2019
False,1,4,"ADVENTHEALTH ORLANDO","Other Federal","Observation","Non-Surgical","NICU Level II",2019
False,1,4,"ARNOLD PALMER MEDICAL CENTER","Other State/Local","No Observation","Non-Surgical","NICU Level II",2019
False,1,4,"JACKSON MEMORIAL HOSPITAL","Other","No Observation","Surgical","ICU <1 Year Old",2019
False,1,4,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","Observation","Surgical","Non-NICU",2019
False,1,4,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Self/Non-Payment","Observation","Non-Surgical","Non-NICU",2020
False,1,4,"JACKSON MEMORIAL HOSPITAL","Commercial","Observation","Non-Surgical","NICU Level II",2020
False,1,4,"BAPTIST MEDICAL CENTER JACKSONVILLE","Self/Non-Payment","No Observation","Non-Surgical","NICU Level III",2020
False,1,4,"BAPTIST MEDICAL CENTER JACKSONVILLE","Other Federal","Observation","Non-Surgical","NICU Level III",2020
False,1,4,"ST JOSEPHS HOSPITAL","Medicare","No Observation","Non-Surgical","Non-NICU",2020
False,1,4,"ST JOSEPHS HOSPITAL","Other Federal","No Observation","Surgical","ICU <1 Year Old",2020
False,1,4,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Other Federal","No Observation","Surgical","ICU <1 Year Old",2020
False,1,4,"BAPTIST MEDICAL CENTER JACKSONVILLE","Commercial","No Observation","Non-Surgical","NICU Level II",2020
False,1,4,"HEALTHPARK MEDICAL CENTER","Other Federal","No Observation","Non-Surgical","ICU <1 Year Old",2020
False,1,4,"BROWARD HEALTH MEDICAL CENTER","Medicaid","No Observation","Surgical","NICU Level II",2020
False,1,4,"JACKSON MEMORIAL HOSPITAL","Other","No Observation","Surgical","ICU <1 Year Old",2020
False,1,4,"ST MARY'S MEDICAL CENTER","Medicare","No Observation","Non-Surgical","Non-NICU",2019
False,1,4,"ADVENTHEALTH ORLANDO","Medicaid","No Observation","Surgical","NICU Level III",2019
False,1,4,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Surgical","NICU Level II",2019
False,1,4,"TAMPA GENERAL HOSPITAL","Workers' Comp","Observation","Surgical","Non-NICU",2019
False,1,4,"ASCENSION SACRED HEART PENSACOLA","Medicare","No Observation","Surgical","Non-NICU",2019
False,1,4,"HEALTHPARK MEDICAL CENTER","Other State/Local","No Observation","Surgical","Non-NICU",2019
False,1,4,"MEMORIAL REGIONAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level II",2022
False,1,4,"ST MARY'S MEDICAL CENTER","Self/Non-Payment","Observation","Surgical","Non-NICU",2022
False,1,4,"HEALTHPARK MEDICAL CENTER","Other Federal","No Observation","Non-Surgical","NICU Level II",2018
False,1,4,"HEALTHPARK MEDICAL CENTER","Commercial","Observation","Non-Surgical","ICU <1 Year Old",2018
False,1,4,"ADVENTHEALTH ORLANDO","Medicare","Observation","Non-Surgical","NICU Level I",2018
False,1,4,"MEMORIAL REGIONAL HOSPITAL","Commercial","Observation","Non-Surgical","ICU <1 Year Old",2022
False,1,4,"ASCENSION SACRED HEART PENSACOLA","Commercial","Observation","Non-Surgical","NICU Level III",2022
False,1,4,"ASCENSION SACRED HEART PENSACOLA","Commercial","Observation","Surgical","Non-NICU",2022
False,1,4,"CAPE CORAL HOSPITAL","Commercial","No Observation","Non-Surgical","NICU Level III",2021
False,1,4,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","Observation","Non-Surgical","NICU Level III",2022
False,1,4,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Commercial","Observation","Surgical","Non-NICU",2017
False,1,4,"TAMPA GENERAL HOSPITAL","Other State/Local","No Observation","Surgical","Non-NICU",2017
False,1,4,"ADVENTHEALTH ORLANDO","Other State/Local","No Observation","Non-Surgical","NICU Level II",2021
False,1,4,"ARNOLD PALMER MEDICAL CENTER","Other","Observation","Non-Surgical","Non-NICU",2021
False,1,4,"ARNOLD PALMER MEDICAL CENTER","Medicare","Observation","Non-Surgical","Non-NICU",2021
False,1,4,"UF HEALTH SHANDS HOSPITAL","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2016
False,1,4,"UF HEALTH SHANDS HOSPITAL","Self/Non-Payment","Observation","Non-Surgical","NICU Level I",2016
False,1,4,"MEMORIAL REGIONAL HOSPITAL","Commercial","No Observation","Surgical","NICU Level II",2016
False,1,4,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Other Federal","Observation","Non-Surgical","Non-NICU",2021
False,1,4,"UF HEALTH SHANDS HOSPITAL","Other State/Local","No Observation","Non-Surgical","NICU Level III",2021
False,1,4,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Other Federal","No Observation","Surgical","ICU <1 Year Old",2021
False,1,4,"ST MARY'S MEDICAL CENTER","Other State/Local","No Observation","Surgical","Non-NICU",2021
False,1,4,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","No Observation","Non-Surgical","NICU Level I",2017
False,1,4,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Other","No Observation","Surgical","Non-NICU",2017
False,1,4,"JACKSON MEMORIAL HOSPITAL","Other State/Local","Observation","Non-Surgical","Non-NICU",2018
False,1,4,"ARNOLD PALMER MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level II",2018
False,1,4,"HEALTHPARK MEDICAL CENTER","Other Federal","Observation","Surgical","Non-NICU",2018
False,1,4,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","No Observation","Surgical","ICU <1 Year Old",2018
False,1,4,"ARNOLD PALMER MEDICAL CENTER","Self/Non-Payment","Observation","Surgical","Non-NICU",2018
False,1,4,"ARNOLD PALMER MEDICAL CENTER","Medicaid","No Observation","Surgical","NICU Level II",2018
False,1,4,"WOLFSON CHILDREN'S HOSPITAL","Medicare","Observation","Surgical","Non-NICU",2018
False,1,4,"ARNOLD PALMER MEDICAL CENTER","Medicare","No Observation","Surgical","Non-NICU",2018
False,1,4,"ADVENTHEALTH ORLANDO","Kidcare","No Observation","Non-Surgical","NICU Level II",2018
False,1,4,"ST MARY'S MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level I",2017
False,1,4,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2017
False,1,4,"ST JOSEPHS HOSPITAL","Other","No Observation","Non-Surgical","Non-NICU",2017
False,1,4,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Other Federal","No Observation","Non-Surgical","ICU <1 Year Old",2018
False,1,4,"TAMPA GENERAL HOSPITAL","Other State/Local","Observation","Non-Surgical","Non-NICU",2020
False,1,4,"JACKSON MEMORIAL HOSPITAL","Other State/Local","No Observation","Surgical","Non-NICU",2021
False,1,4,"UF HEALTH SHANDS HOSPITAL","Medicaid","No Observation","Surgical","NICU Level I",2020
False,1,4,"HEALTHPARK MEDICAL CENTER","Other State/Local","No Observation","Non-Surgical","NICU Level III",2020
False,1,4,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level I",2017
False,1,4,"ADVENTHEALTH ORLANDO","Kidcare","No Observation","Non-Surgical","NICU Level III",2016
False,1,4,"BAPTIST MEDICAL CENTER JACKSONVILLE","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2016
False,1,4,"BROWARD HEALTH MEDICAL CENTER","Other Federal","No Observation","Non-Surgical","NICU Level II",2016
False,1,4,"BAPTIST MEDICAL CENTER JACKSONVILLE","Other Federal","No Observation","Surgical","NICU Level III",2016
False,1,4,"ST JOSEPHS HOSPITAL","Other State/Local","Observation","Surgical","Non-NICU",2016
False,1,4,"ARNOLD PALMER MEDICAL CENTER","Other","No Observation","Surgical","Non-NICU",2019
False,1,4,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Self/Non-Payment","No Observation","Non-Surgical","ICU <1 Year Old",2019
False,1,4,"BROWARD HEALTH MEDICAL CENTER","Commercial","No Observation","Surgical","ICU <1 Year Old",2016
False,1,4,"ST JOSEPHS HOSPITAL","Other State/Local","Observation","Non-Surgical","NICU Level II",2016
False,1,4,"ST MARY'S MEDICAL CENTER","Commercial","Observation","Non-Surgical","NICU Level II",2016
False,1,4,"MEMORIAL REGIONAL HOSPITAL","Other Federal","No Observation","Non-Surgical","NICU Level II",2016
False,1,7,"CAPE CORAL HOSPITAL","Self/Non-Payment","No Observation","Non-Surgical","NICU Level II",2022
False,1,10,"MEMORIAL REGIONAL HOSPITAL","Medicare","No Observation","Non-Surgical","ICU <1 Year Old",2022
False,1,9,"WOLFSON CHILDREN'S HOSPITAL","Self/Non-Payment","No Observation","Non-Surgical","NICU Level II",2022
False,1,20,"WOLFSON CHILDREN'S HOSPITAL","Other Federal","Observation","Non-Surgical","NICU Level II",2022
False,1,6,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","No Observation","Surgical","NICU Level III",2022
False,1,0,"ST MARY'S MEDICAL CENTER","Commercial","Observation","Surgical","ICU <1 Year Old",2022
False,1,8,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Surgical","ICU <1 Year Old",2022
False,1,10,"TAMPA GENERAL HOSPITAL","Medicaid","No Observation","Surgical","NICU Level III",2022
False,1,7,"BROWARD HEALTH MEDICAL CENTER","Commercial","Observation","Surgical","ICU <1 Year Old",2022
False,1,49,"HEALTHPARK MEDICAL CENTER","Commercial","No Observation","Surgical","NICU Level III",2022
False,1,66,"HEALTHPARK MEDICAL CENTER","Other Federal","Observation","Non-Surgical","NICU Level III",2022
False,1,20,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Surgical","NICU Level III",2022
False,1,70,"ADVENTHEALTH ORLANDO","Kidcare","Observation","Non-Surgical","NICU Level III",2022
False,1,29,"BROWARD HEALTH MEDICAL CENTER","Self/Non-Payment","No Observation","Surgical","NICU Level III",2022
False,1,48,"ST JOSEPHS HOSPITAL","Commercial","Observation","Surgical","NICU Level III",2022
False,1,43,"ADVENTHEALTH ORLANDO","Other State/Local","Observation","Non-Surgical","NICU Level III",2022
False,1,67,"ARNOLD PALMER MEDICAL CENTER","Other Federal","Observation","Surgical","NICU Level III",2022
False,1,29,"ARNOLD PALMER MEDICAL CENTER","Other Federal","Observation","Non-Surgical","NICU Level III",2022
False,1,88,"ADVENTHEALTH ORLANDO","Other Federal","Observation","Non-Surgical","NICU Level III",2022
False,1,61,"TAMPA GENERAL HOSPITAL","Other Federal","Observation","Surgical","ICU <1 Year Old",2022
