Hospital,MDC,MSDRG,YEAR,IsGrandTotalRowTotal,CountSYS_RECID
"ARNOLD PALMER MEDICAL CENTER","MDC 08","549",2016,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","498",2016,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","488",2016,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","545",2016,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","469",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","476",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","503",2016,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","504",2016,False,1
"ST JOSEPHS HOSPITAL","MDC 08","497",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","497",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","470",2016,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","504",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","489",2016,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","506",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","533",2016,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","508",2016,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","473",2016,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","475",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","514",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","513",2016,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","514",2016,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","476",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","454",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","476",2016,False,1
"ST JOSEPHS HOSPITAL","MDC 08","553",2016,False,1
"ADVENTHEALTH ORLANDO","MDC 08","549",2016,False,1
"ST JOSEPHS HOSPITAL","MDC 08","559",2016,False,1
"ADVENTHEALTH ORLANDO","MDC 08","542",2016,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","543",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","544",2016,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","560",2016,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","539",2016,False,1
"ADVENTHEALTH ORLANDO","MDC 08","564",2016,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","551",2016,False,1
"ADVENTHEALTH ORLANDO","MDC 08","562",2016,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","537",2016,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 08","545",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","535",2016,False,1
"ADVENTHEALTH ORLANDO","MDC 08","545",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","557",2016,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","541",2016,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","546",2016,False,1
"ST JOSEPHS HOSPITAL","MDC 08","555",2016,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","541",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","551",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","477",2016,False,1
"ST JOSEPHS HOSPITAL","MDC 08","540",2016,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","495",2016,False,1
"ST JOSEPHS HOSPITAL","MDC 08","519",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","463",2016,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","456",2016,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","454",2016,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","519",2016,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","518",2016,False,1
"ST JOSEPHS HOSPITAL","MDC 08","564",2016,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 08","472",2016,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","495",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","518",2016,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","496",2016,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","474",2016,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 08","506",2016,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","502",2016,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","457",2016,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 08","548",2016,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 08","535",2016,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","473",2016,False,1
"ST JOSEPHS HOSPITAL","MDC 08","455",2016,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","496",2016,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","497",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","545",2016,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","515",2016,False,1
"ST JOSEPHS HOSPITAL","MDC 08","454",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","472",2016,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","472",2016,False,1
"ADVENTHEALTH ORLANDO","MDC 08","518",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","495",2016,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","550",2016,False,1
"ADVENTHEALTH ORLANDO","MDC 08","463",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","486",2016,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","562",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","520",2016,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","536",2016,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","509",2016,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","550",2016,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","498",2016,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","499",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","499",2016,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","465",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","486",2016,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","506",2016,False,1
"ST JOSEPHS HOSPITAL","MDC 08","510",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","565",2016,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","476",2016,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","513",2016,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","549",2016,False,1
"ST JOSEPHS HOSPITAL","MDC 08","507",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","456",2016,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","492",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","463",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","468",2016,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","477",2016,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","507",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","554",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","541",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","539",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","566",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","562",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","557",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","541",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","563",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","463",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","472",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","477",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","519",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","550",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 08","479",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","488",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","487",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","465",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","470",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 08","497",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","536",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","496",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","502",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","514",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","481",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","508",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","515",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","515",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","544",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","464",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","453",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","500",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","458",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","487",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","476",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","486",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","559",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","555",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","563",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","565",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","553",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","566",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","535",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 08","557",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","559",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 08","554",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","552",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","535",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","552",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","541",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","559",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","552",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","565",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","562",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","555",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","565",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","542",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","547",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","557",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","551",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 08","549",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","565",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","565",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","492",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","557",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","543",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","504",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","515",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 08","543",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","511",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","487",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","496",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","515",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","544",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","519",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","539",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 08","488",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","454",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","475",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","492",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","453",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","473",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","462",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","488",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","554",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","479",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","502",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","472",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","463",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","475",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","459",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","500",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","488",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","520",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","495",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","511",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","478",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","471",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","489",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","513",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","495",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 08","473",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","511",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","454",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","501",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","454",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","486",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","514",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","498",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","511",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","465",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","554",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","473",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","477",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","505",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","464",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","489",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","479",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","550",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","489",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","499",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","498",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","541",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","504",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","507",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","508",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 08","496",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","514",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","533",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","511",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","550",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","465",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","502",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","465",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","507",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 08","465",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","511",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","505",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","465",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","519",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","514",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","561",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","540",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 08","565",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","551",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","566",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","557",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","564",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","539",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","549",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","535",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","541",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","564",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","536",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","551",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","553",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","555",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","472",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","517",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","471",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","454",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","472",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","454",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","464",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","472",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","456",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","533",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","514",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","458",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","486",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","520",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","464",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","513",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 08","489",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","476",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","562",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","465",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","519",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","463",2020,False,1
"WOLFSON CHILDREN'S HOSPITAL","MDC 08","500",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","511",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","504",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","496",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 08","500",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","512",2020,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","488",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","536",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","499",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","534",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","489",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","550",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","497",2020,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","510",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","501",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","477",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","564",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","507",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","534",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","479",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","497",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","506",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","504",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","471",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","459",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","498",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","459",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","474",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","460",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","492",2020,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","515",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","472",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","456",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","459",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","495",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","519",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 08","480",2020,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","513",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","508",2020,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","539",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","554",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","551",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","539",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","500",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","543",2020,False,1
"ST JOSEPHS HOSPITAL","MDC 08","486",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","546",2020,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","504",2020,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","543",2020,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","545",2020,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","545",2020,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","558",2020,False,1
"ADVENTHEALTH ORLANDO","MDC 08","545",2017,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","565",2017,False,1
"ASCENSION SACRED HEART PENSACOLA","MDC 08","554",2017,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","538",2017,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","511",2017,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","535",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","564",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","563",2017,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","539",2017,False,1
"ADVENTHEALTH ORLANDO","MDC 08","541",2017,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","551",2017,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","551",2017,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","550",2017,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","552",2017,False,1
"ST JOSEPHS HOSPITAL","MDC 08","549",2017,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","549",2017,False,1
"ADVENTHEALTH ORLANDO","MDC 08","540",2017,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","536",2017,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","557",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","560",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","557",2017,False,1
"ADVENTHEALTH ORLANDO","MDC 08","557",2017,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","545",2017,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","545",2017,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","545",2017,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","564",2017,False,1
"HEALTHPARK MEDICAL CENTER","MDC 08","566",2017,False,1
"ARNOLD PALMER MEDICAL CENTER","MDC 08","543",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","549",2017,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","475",2017,False,1
"BROWARD HEALTH MEDICAL CENTER","MDC 08","492",2017,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 08","471",2017,False,1
"JACKSON MEMORIAL HOSPITAL","MDC 08","533",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","503",2017,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","480",2017,False,1
"MEMORIAL REGIONAL HOSPITAL","MDC 08","459",2017,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","475",2017,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","498",2017,False,1
"ADVENTHEALTH ORLANDO","MDC 08","520",2017,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 08","503",2017,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 08","492",2017,False,1
"TAMPA GENERAL HOSPITAL","MDC 08","481",2017,False,1
"ADVENTHEALTH ORLANDO","MDC 08","513",2017,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","518",2017,False,1
"ADVENTHEALTH ORLANDO","MDC 08","497",2017,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","492",2017,False,1
"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","MDC 08","488",2017,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","499",2017,False,1
"BAPTIST MEDICAL CENTER JACKSONVILLE","MDC 08","507",2017,False,1
"ST MARY'S MEDICAL CENTER","MDC 08","550",2017,False,1
"UF HEALTH SHANDS HOSPITAL","MDC 08","503",2017,False,1
